state,city,year,total,orgfunding,perrefugeecapitafunding,lat,lng
Alabama,"Albertville, Alabama",2011,5,0,0,34.2675937,-86.20886689999999
Alabama,"Ashland, Alabama",2005,1,0,0,33.2737256,-85.83607409999999
Alabama,"Auburn, Alabama",2011,1,0,0,32.6098566,-85.48078249999999
Alabama,"Bessemer, Alabama",2017,3,0,0,33.4017766,-86.954437
Alabama,"Birmingham, Alabama",2002,1,0,0,33.5185892,-86.8103567
Alabama,"Birmingham, Alabama",2004,2,0,0,33.5185892,-86.8103567
Alabama,"Birmingham, Alabama",2008,8,0,0,33.5185892,-86.8103567
Alabama,"Birmingham, Alabama",2009,6,0,0,33.5185892,-86.8103567
Alabama,"Birmingham, Alabama",2011,1,0,0,33.5185892,-86.8103567
Alabama,"Birmingham, Alabama",2012,2,0,0,33.5185892,-86.8103567
Alabama,"Birmingham, Alabama",2015,1,0,0,33.5185892,-86.8103567
Alabama,"Birmingham, Alabama",2017,1,0,0,33.5185892,-86.8103567
Alabama,"Birmingham, Alabama",2018,6,0,0,33.5185892,-86.8103567
Alabama,"Calera, Alabama",2009,4,0,0,33.1028965,-86.7535975
Alabama,"Dadeville, Alabama",2013,1,0,0,32.831238,-85.76356919999999
Alabama,"Daphne, Alabama",2009,3,0,0,30.6035255,-87.9036047
Alabama,"Dothan, Alabama",2008,2,0,0,31.2232313,-85.3904888
Alabama,"Dothan, Alabama",2009,1,0,0,31.2232313,-85.3904888
Alabama,"Elba, Alabama",2014,2,0,0,31.4146108,-86.0677243
Alabama,"Foley, Alabama",2014,7,0,0,30.4065868,-87.6835974
Alabama,"Guntersville, Alabama",2015,1,0,0,34.3581473,-86.29470409999999
Alabama,"Huntsville, Alabama",2002,2,0,0,34.7303688,-86.5861037
Alabama,"Huntsville, Alabama",2003,6,0,0,34.7303688,-86.5861037
Alabama,"Huntsville, Alabama",2004,3,0,0,34.7303688,-86.5861037
Alabama,"Huntsville, Alabama",2010,1,0,0,34.7303688,-86.5861037
Alabama,"Huntsville, Alabama",2017,3,0,0,34.7303688,-86.5861037
Alabama,"Jacksonville, Alabama",2008,4,0,0,33.8137125,-85.76135359999999
Alabama,"Jasper, Alabama",2018,3,0,0,33.8312185,-87.2775053
Alabama,"Madison, Alabama",2005,1,0,0,34.6992579,-86.74833180000002
Alabama,"Mobile, Alabama",2002,33,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2003,44,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2004,73,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2005,95,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2006,52,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2007,136,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2008,148,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2009,197,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2010,147,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2011,78,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2012,146,2244e3,15369.86301369863,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2013,121,2131800,17618.18181818182,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2014,107,2505800,23418.69158878505,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2015,95,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2016,120,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2017,42,0,0,30.6953657,-88.0398912
Alabama,"Mobile, Alabama",2018,25,0,0,30.6953657,-88.0398912
Alabama,"Montgomery, Alabama",2005,2,0,0,32.3792233,-86.3077368
Alabama,"Montgomery, Alabama",2007,1,0,0,32.3792233,-86.3077368
Alabama,"Montgomery, Alabama",2008,2,0,0,32.3792233,-86.3077368
Alabama,"Pelham, Alabama",2003,1,0,0,33.2856687,-86.8099885
Alabama,"Pelham, Alabama",2010,2,0,0,33.2856687,-86.8099885
Alabama,"Phenix City, Alabama",2006,4,0,0,32.4709761,-85.0007653
Alabama,"Prattville, Alabama",2002,3,0,0,32.4640245,-86.4596966
Alabama,"Prattville, Alabama",2010,1,0,0,32.4640245,-86.4596966
Alabama,"Robertsdale, Alabama",2018,1,0,0,30.5538048,-87.7119324
Alabama,"Russellville, Alabama",2010,2,0,0,34.5078726,-87.7286431
Alabama,"Theodore, Alabama",2012,1,0,0,30.5476941,-88.1752796
Alabama,"Theodore, Alabama",2017,1,0,0,30.5476941,-88.1752796
Alabama,"Tuscaloosa, Alabama",2004,4,0,0,33.2098407,-87.56917349999999
Alabama,"Tuscaloosa, Alabama",2008,1,0,0,33.2098407,-87.56917349999999
Alabama,"Vestavia Hills, Alabama",2011,1,0,0,33.4487183,-86.7877668
Alaska,"Anchorage, Alaska",2002,1,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2003,4,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2004,32,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2005,52,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2006,6,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2007,15,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2008,73,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2009,93,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2010,107,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2011,90,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2012,97,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2013,88,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2014,203,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2015,105,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2016,85,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2017,17,0,0,61.2180556,-149.9002778
Alaska,"Anchorage, Alaska",2018,12,0,0,61.2180556,-149.9002778
Alaska,"Delta Junction, Alaska",2002,23,0,0,64.0377778,-145.7322221
Alaska,"Delta Junction, Alaska",2003,7,0,0,64.0377778,-145.7322221
Alaska,"Delta Junction, Alaska",2004,13,0,0,64.0377778,-145.7322221
Alaska,"Delta Junction, Alaska",2005,3,0,0,64.0377778,-145.7322221
Alaska,"Delta Junction, Alaska",2006,4,0,0,64.0377778,-145.7322221
Alaska,"Delta Junction, Alaska",2007,2,0,0,64.0377778,-145.7322221
Alaska,"Delta Junction, Alaska",2017,5,0,0,64.0377778,-145.7322221
Alaska,"Delta Junction, Alaska",2018,13,0,0,64.0377778,-145.7322221
Alaska,"Eagle River, Alaska",2011,2,0,0,61.3293186,-149.56805
Alaska,"Fairbanks, Alaska",2006,8,0,0,64.8377778,-147.7163888
Alaska,"Fairbanks, Alaska",2015,1,0,0,64.8377778,-147.7163888
Alaska,"Jber, Alaska",2013,1,0,0,61.2544953,-149.693353
Alaska,"Juneau, Alaska",2005,2,0,0,58.301944399999996,-134.4197221
Alaska,"Juneau, Alaska",2011,3,0,0,58.301944399999996,-134.4197221
Alaska,"Kodiak, Alaska",2011,3,0,0,57.79000000000001,-152.4072221
Alaska,"Palmer, Alaska",2002,5,0,0,61.5997222,-149.1127777
Alaska,"Palmer, Alaska",2008,9,0,0,61.5997222,-149.1127777
Alaska,"Phoenix, Alaska",2004,1,0,0,33.4859793,-112.1230048
Alaska,"Sterling, Alaska",2016,5,0,0,60.53722219999999,-150.7647222
Alaska,"Wasilla, Alaska",2002,2,0,0,61.5813889,-149.4394444
Alaska,"Wasilla, Alaska",2003,5,0,0,61.5813889,-149.4394444
Alaska,"Wasilla, Alaska",2004,10,0,0,61.5813889,-149.4394444
Alaska,"Wasilla, Alaska",2005,10,0,0,61.5813889,-149.4394444
Alaska,"Wasilla, Alaska",2006,19,0,0,61.5813889,-149.4394444
Alaska,"Wasilla, Alaska",2008,3,0,0,61.5813889,-149.4394444
Alaska,"Wasilla, Alaska",2011,4,0,0,61.5813889,-149.4394444
Alaska,"Wasilla, Alaska",2015,4,0,0,61.5813889,-149.4394444
Alaska,"Wasilla, Alaska",2016,22,0,0,61.5813889,-149.4394444
Alaska,"Wasilla, Alaska",2017,43,0,0,61.5813889,-149.4394444
Arizona,"Anthem, Arizona",2007,15,0,0,33.8543346,-112.1251372
Arizona,"Anthem, Arizona",2009,10,0,0,33.8543346,-112.1251372
Arizona,"Anthem, Arizona",2010,16,0,0,33.8543346,-112.1251372
Arizona,"Avondale, Arizona",2003,5,0,0,33.4355977,-112.3496021
Arizona,"Avondale, Arizona",2006,2,0,0,33.4355977,-112.3496021
Arizona,"Avondale, Arizona",2008,4,0,0,33.4355977,-112.3496021
Arizona,"Avondale, Arizona",2009,4,0,0,33.4355977,-112.3496021
Arizona,"Avondale, Arizona",2010,6,0,0,33.4355977,-112.3496021
Arizona,"Avondale, Arizona",2011,5,0,0,33.4355977,-112.3496021
Arizona,"Avondale, Arizona",2012,8,0,0,33.4355977,-112.3496021
Arizona,"Avondale, Arizona",2013,5,0,0,33.4355977,-112.3496021
Arizona,"Avondale, Arizona",2014,10,0,0,33.4355977,-112.3496021
Arizona,"Avondale, Arizona",2016,1,0,0,33.4355977,-112.3496021
Arizona,"Avondale, Arizona",2017,1,0,0,33.4355977,-112.3496021
Arizona,"Buckeye, Arizona",2004,1,0,0,33.3703197,-112.5837766
Arizona,"Buckeye, Arizona",2010,4,0,0,33.3703197,-112.5837766
Arizona,"Buckeye, Arizona",2015,1,0,0,33.3703197,-112.5837766
Arizona,"Bullhead City, Arizona",2007,3,0,0,35.1359386,-114.5285981
Arizona,"Bullhead City, Arizona",2010,1,0,0,35.1359386,-114.5285981
Arizona,"Casa Grande, Arizona",2006,1,0,0,32.9110027,-111.7733902
Arizona,"Casa Grande, Arizona",2008,2,0,0,32.9110027,-111.7733902
Arizona,"Cave Creek, Arizona",2008,3,0,0,33.8333716,-111.9507042
Arizona,"Cave Creek, Arizona",2009,4,0,0,33.8333716,-111.9507042
Arizona,"Chandler, Arizona",2002,7,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2003,3,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2004,1,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2005,11,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2006,22,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2007,11,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2008,13,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2009,15,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2010,10,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2011,7,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2012,5,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2013,25,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2014,7,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2015,7,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2016,6,0,0,33.3061605,-111.8412502
Arizona,"Chandler, Arizona",2018,1,0,0,33.3061605,-111.8412502
Arizona,"El Mirage, Arizona",2006,1,0,0,33.6130942,-112.3246042
Arizona,"El Mirage, Arizona",2009,9,0,0,33.6130942,-112.3246042
Arizona,"El Mirage, Arizona",2013,7,0,0,33.6130942,-112.3246042
Arizona,"El Mirage, Arizona",2014,1,0,0,33.6130942,-112.3246042
Arizona,"Flagstaff, Arizona",2009,1,0,0,35.1982836,-111.651302
Arizona,"Flagstaff, Arizona",2015,1,0,0,35.1982836,-111.651302
Arizona,"Fountain Hills, Arizona",2007,6,0,0,33.6042079,-111.7256936
Arizona,"Fountain Hills, Arizona",2009,2,0,0,33.6042079,-111.7256936
Arizona,"Gilbert, Arizona",2002,4,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2004,8,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2005,3,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2006,1,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2007,15,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2008,9,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2009,46,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2010,39,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2011,4,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2012,9,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2013,32,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2014,6,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2016,7,0,0,33.3528264,-111.789027
Arizona,"Gilbert, Arizona",2017,2,0,0,33.3528264,-111.789027
Arizona,"Glendale, Arizona",2002,33,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2003,17,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2004,43,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2005,86,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2006,46,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2007,36,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2008,163,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2009,182,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2010,111,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2011,37,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2012,152,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2013,170,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2014,545,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2015,844,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2016,1490,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2017,223,0,0,33.5386523,-112.1859866
Arizona,"Glendale, Arizona",2018,270,0,0,33.5386523,-112.1859866
Arizona,"Gold Canyon, Arizona",2006,2,0,0,33.3593407,-111.4500302
Arizona,"Goodyear, Arizona",2011,2,0,0,33.4353394,-112.3576567
Arizona,"Goodyear, Arizona",2012,10,0,0,33.4353394,-112.3576567
Arizona,"Goodyear, Arizona",2013,7,0,0,33.4353394,-112.3576567
Arizona,"Goodyear, Arizona",2016,3,0,0,33.4353394,-112.3576567
Arizona,"Grandon, Arizona",2007,2,0,0,33.5745261,-111.8227229
Arizona,"Guadalupe, Arizona",2009,3,0,0,33.3708798,-111.9629216
Arizona,"Kingman, Arizona",2009,2,0,0,35.189443,-114.0530065
Arizona,"Kingman, Arizona",2010,4,0,0,35.189443,-114.0530065
Arizona,"Laveen, Arizona",2007,6,0,0,33.3628227,-112.169317
Arizona,"Laveen, Arizona",2008,2,0,0,33.3628227,-112.169317
Arizona,"Laveen, Arizona",2010,6,0,0,33.3628227,-112.169317
Arizona,"Laveen, Arizona",2012,1,0,0,33.3628227,-112.169317
Arizona,"Litchfield Park, Arizona",2007,2,0,0,33.4933743,-112.3579364
Arizona,"Litchfield Park, Arizona",2009,2,0,0,33.4933743,-112.3579364
Arizona,"Maricopa, Arizona",2007,6,0,0,33.0581063,-112.0476423
Arizona,"Maricopa, Arizona",2008,9,0,0,33.0581063,-112.0476423
Arizona,"Maricopa, Arizona",2010,1,0,0,33.0581063,-112.0476423
Arizona,"Mesa, Arizona",2002,5,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2003,6,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2004,11,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2005,11,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2006,14,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2007,25,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2008,21,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2009,46,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2010,28,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2011,10,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2012,30,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2013,22,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2014,12,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2015,13,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2016,5,0,0,33.4151843,-111.8314724
Arizona,"Mesa, Arizona",2017,5,0,0,33.4151843,-111.8314724
Arizona,"Oro Valley, Arizona",2013,5,0,0,32.3909071,-110.966488
Arizona,"Paradise Valley, Arizona",2002,2,0,0,33.5311541,-111.9426452
Arizona,"Paradise Valley, Arizona",2004,4,0,0,33.5311541,-111.9426452
Arizona,"Paradise Valley, Arizona",2006,3,0,0,33.5311541,-111.9426452
Arizona,"Paradise Valley, Arizona",2008,2,0,0,33.5311541,-111.9426452
Arizona,"Paradise Valley, Arizona",2011,1,0,0,33.5311541,-111.9426452
Arizona,"Peoria, Arizona",2003,6,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2004,9,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2005,12,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2006,1,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2007,15,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2008,45,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2009,22,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2010,45,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2011,12,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2012,30,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2013,36,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2014,10,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2016,20,0,0,33.5805955,-112.2373779
Arizona,"Peoria, Arizona",2017,4,0,0,33.5805955,-112.2373779
Arizona,"Phoenix, Arizona",2002,654,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2003,720,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2004,1409,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2005,1262,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2006,837,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2007,1417,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2008,2105,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2009,2902,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2010,2065,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2011,1319,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2012,8250,116358e3,14104,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2013,8065,107749400,13360.123992560446,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2014,8325,111249600,13363.315315315316,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2015,1133,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2016,1928,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2017,504,0,0,33.4483771,-112.0740373
Arizona,"Phoenix, Arizona",2018,342,0,0,33.4483771,-112.0740373
Arizona,"Queen Creek, Arizona",2008,14,0,0,33.2486638,-111.6342993
Arizona,"Queen Creek, Arizona",2010,9,0,0,33.2486638,-111.6342993
Arizona,"Queen Creek, Arizona",2012,4,0,0,33.2486638,-111.6342993
Arizona,"Sahuarita, Arizona",2008,5,0,0,31.9575818,-110.955646
Arizona,"Scottsdale, Arizona",2002,19,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2003,22,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2004,33,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2005,30,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2006,44,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2007,10,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2008,26,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2009,59,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2010,31,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2011,13,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2012,21,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2013,18,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2014,6,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2015,5,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2016,2,0,0,33.4941704,-111.9260519
Arizona,"Scottsdale, Arizona",2017,9,0,0,33.4941704,-111.9260519
Arizona,"Sierra Vista, Arizona",2010,1,0,0,31.5455001,-110.2772856
Arizona,"Sierra Vista, Arizona",2015,5,0,0,31.5455001,-110.2772856
Arizona,"Sun City, Arizona",2005,2,0,0,33.5975393,-112.2718239
Arizona,"Sun City, Arizona",2006,14,0,0,33.5975393,-112.2718239
Arizona,"Sun City, Arizona",2007,9,0,0,33.5975393,-112.2718239
Arizona,"Sun City, Arizona",2009,5,0,0,33.5975393,-112.2718239
Arizona,"Surprise, Arizona",2003,4,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2005,5,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2006,6,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2007,6,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2008,64,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2009,32,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2010,15,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2011,3,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2012,11,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2013,1,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2014,6,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2015,3,0,0,33.6292337,-112.3679279
Arizona,"Surprise, Arizona",2016,3,0,0,33.6292337,-112.3679279
Arizona,"Tempe, Arizona",2002,10,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2003,10,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2004,4,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2005,14,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2006,24,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2007,3,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2008,13,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2009,17,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2010,16,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2011,9,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2012,24,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2013,22,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2014,7,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2015,4,0,0,33.4255104,-111.9400054
Arizona,"Tempe, Arizona",2016,3,0,0,33.4255104,-111.9400054
Arizona,"Tolleson, Arizona",2008,6,0,0,33.4500425,-112.259321
Arizona,"Tolleson, Arizona",2009,16,0,0,33.4500425,-112.259321
Arizona,"Tolleson, Arizona",2012,3,0,0,33.4500425,-112.259321
Arizona,"Tolleson, Arizona",2013,4,0,0,33.4500425,-112.259321
Arizona,"Tolleson, Arizona",2017,3,0,0,33.4500425,-112.259321
Arizona,"Tolleson, Arizona",2018,8,0,0,33.4500425,-112.259321
Arizona,"Tonopah, Arizona",2009,4,0,0,33.4934778,-112.9370802
Arizona,"Tucson, Arizona",2002,199,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2003,277,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2004,563,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2005,551,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2006,417,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2007,418,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2008,872,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2009,1136,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2010,739,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2011,538,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2012,2852,30492e3,10691.444600280505,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2013,3140,29779200,9483.821656050955,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2014,3596,31600800,8787.764182424917,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2015,942,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2016,1355,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2017,293,0,0,32.2226066,-110.9747108
Arizona,"Tucson, Arizona",2018,215,0,0,32.2226066,-110.9747108
Arizona,"Tuscon, Arizona",2015,2,0,0,32.2226066,-110.9747108
Arizona,"Vail, Arizona",2012,5,0,0,32.0005283,-110.7009206
Arizona,"Wickenburg, Arizona",2002,1,0,0,33.9697664,-112.7301882
Arizona,"Wickenburg, Arizona",2004,1,0,0,33.9697664,-112.7301882
Arizona,"Wickenburg, Arizona",2007,1,0,0,33.9697664,-112.7301882
Arizona,"Wickenburg, Arizona",2008,1,0,0,33.9697664,-112.7301882
Arizona,"Youngtown, Arizona",2007,10,0,0,33.5939281,-112.3029362
Arizona,"Youngtown, Arizona",2008,13,0,0,33.5939281,-112.3029362
Arizona,"Youngtown, Arizona",2009,24,0,0,33.5939281,-112.3029362
Arizona,"Youngtown, Arizona",2010,8,0,0,33.5939281,-112.3029362
Arizona,"Youngtown, Arizona",2011,1,0,0,33.5939281,-112.3029362
Arizona,"Youngtown, Arizona",2012,10,0,0,33.5939281,-112.3029362
Arizona,"Youngtown, Arizona",2013,4,0,0,33.5939281,-112.3029362
Arizona,"Youngtown, Arizona",2014,4,0,0,33.5939281,-112.3029362
Arizona,"Youngtown, Arizona",2016,6,0,0,33.5939281,-112.3029362
Arizona,"Yuma, Arizona",2006,4,0,0,32.6926512,-114.6276916
Arizona,"Yuma, Arizona",2007,8,0,0,32.6926512,-114.6276916
Arkansas,"Bentonville, Arkansas",2008,3,0,0,36.3728538,-94.2088172
Arkansas,"Bethel Heights, Arkansas",2016,6,0,0,36.2142438,-94.12936979999999
Arkansas,"Blytheville, Arkansas",2005,1,0,0,35.9272953,-89.9189753
Arkansas,"Clarksville, Arkansas",2012,2,0,0,35.4714724,-93.46657309999999
Arkansas,"Clarksville, Arkansas",2013,5,0,0,35.4714724,-93.46657309999999
Arkansas,"Clarksville, Arkansas",2014,5,0,0,35.4714724,-93.46657309999999
Arkansas,"Clarksville, Arkansas",2015,11,0,0,35.4714724,-93.46657309999999
